path,size,file_label
/home/tskluzac/pub8/SOCAT_tracks_gridded_monthly_v4.nc,1430805260,nc-freetext1
/home/tskluzac/pub8/LDEO_Database_V2015.csv,1140057615,csv-datafile1
/home/tskluzac/pub8/kiw9sfc.txt,1090704,txt-freetext1
/home/tskluzac/pub8/SOCATv1.5_Indian_2011_09_22.txt,37889572,txt-freetext1
/home/tskluzac/pub8/SOCATv2_Coastal.tsv,633456927,tsv-datafile1
/home/tskluzac/pub8/SOCATv2_TropicalPacific.tsv,216329863,tsv-datafile1
/home/tskluzac/pub8/SOCATv3_TropicalAtlantic.tsv,97945981,tsv-datafile1
/home/tskluzac/pub8/kortzinger et al 1996 MC52.pdf,1286032,pdf-freetext1
/home/tskluzac/pub8/PX108E.csv,749339,csv-datafile1
/home/tskluzac/pub8/SOCATv3_NorthPacific.tsv,81042622,tsv-datafile1
/home/tskluzac/pub8/PX100W.csv,751880,csv-datafile1
/home/tskluzac/pub8/SOCATv1.5_NorthPacific_2011_09_22.txt,40950793,txt-freetext1
/home/tskluzac/pub8/meanprofile.m,1437,m-freetext1
/home/tskluzac/pub8/SOCATv3_NorthAtlantic.tsv,236217770,tsv-datafile1
/home/tskluzac/pub8/SOCATv2_NorthAtlantic.tsv,149432647,tsv-datafile1
/home/tskluzac/pub8/spco2_1998-2011_ETH_SOM-FFN_CDIAC_G05.nc,435731360,nc-freetext1
/home/tskluzac/pub8/SOCAT_tracks_gridded_yearly_v4.nc,143085728,nc-freetext1
/home/tskluzac/pub8/SOCATv3_FlagE.tsv,40438751,tsv-datafile1
/home/tskluzac/pub8/kaxis_underway_v3_201516030_60sec.csv,44869618,csv-datafile1
/home/tskluzac/pub8/SOCATv1.5_Coastal_2011_09_22.txt,531116500,txt-freetext1
/home/tskluzac/pub8/PX107W.csv,757252,csv-datafile1
/home/tskluzac/pub8/matching.m,1295,m-datafile1
/home/tskluzac/pub8/SOCATv3_SouthernOceans.tsv,622813746,tsv-datafile1
/home/tskluzac/pub8/SOCATv1.5_NorthAtlantic_2011_09_22.txt,181848909,txt-freetext1
/home/tskluzac/pub8/data_use_policy.txt,1558,txt-freetext1
/home/tskluzac/pub8/SOCATv2_NorthPacific.tsv,59868057,tsv-datafile1
/home/tskluzac/pub8/docm362.rtf,12716,rtf-datafile1
/home/tskluzac/pub8/PX102E.csv,685715,csv-datafile1
/home/tskluzac/pub8/readme.txt,3374,txt-freetext1
/home/tskluzac/pub8/SOCATv4_TropicalAtlantic.tsv,130312692,tsv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160314_PI_OME.xml,13186,xml-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/49RY20050114/._49RY20050114_hy1.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49HH19930513/p13jdo.pdf,592384,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160122_PI_OME.xml,12943,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160122_PI_OME.pdf,13832,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20161107.csv,489451,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160519.csv,443404,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/49TA20011005/README,422,NONE-freetext1
/home/tskluzac/pub8/oceans/p03woce_tps24_2/p03_TPS24do.pdf,236160,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160806.csv,311526,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160304_PI_OME.pdf,4096,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160415_PI_OME.xml,13311,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160921_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49RY20040114/._49RY20040114_hy1.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49NZ20070904/README,437,NONE-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49RY20030620/._49RY20030620_hy1.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49FA20010509/README,755,NONE-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/P15S_2009/p15s_09SS20090203.hy1_exc.csv,559400,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/All_PACIFICA_Original_Cruise_Data/PACIFICAsource/49SU20000817_hy1.csv,162651,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/Line_P/18PZ19900822_hy1.csv,37385,csv-datafile1
/home/tskluzac/pub8/oceans/BIOZAIRE3/README.txt,433,txt-freetext1
/home/tskluzac/pub8/oceans/I08R_OACES_1995/README~,416,NONE-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160325.csv,490049,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160921_PI_OME.pdf,13814,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160907.csv,522760,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160122.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160429.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160509_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/ar24woce/odv.data/ar24.cfl,47,cfl-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20161119_PI_OME.xml,12991,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160723.csv,289383,csv-datafile1
/home/tskluzac/pub8/oceans/minerve7_28fr/min08.txt,258995,txt-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20161209_PI_OME.xml,12866,xml-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/49RY20050114/README,977,NONE-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/Line_P/18DD20000208_hy1.csv,49496,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/49HH19930513/README,422,NONE-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160314.csv,498697,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160921_PI_OME.xml,13118,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20161219.csv,4096,csv-freetext1
/home/tskluzac/pub8/SOCATv3_TropicalPacific.tsv,287265605,tsv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/Line_P/18PZ19880502_hy1.csv,42207,csv-datafile1
/home/tskluzac/pub8/SOCATv4_Arctic.tsv,156120210,tsv-datafile1
/home/tskluzac/pub8/PX106W.csv,464962,csv-datafile1
/home/tskluzac/pub8/batchout.prj,143,prj-freetext1
/home/tskluzac/pub8/SOCATv2_TropicalAtlantic.tsv,73537534,tsv-datafile1
/home/tskluzac/pub8/Takahashi-pco2.html,16919,html-datafile1
/home/tskluzac/pub8/SOCAT_tracks_gridded_decades_v3.nc,15558888,nc-freetext1
/home/tskluzac/pub8/SOCATv2.tsv,1689916700,tsv-datafile1
/home/tskluzac/pub8/SOCATv3_Arctic.tsv,106145453,tsv-datafile1
/home/tskluzac/pub8/xover_2ndQC.m,10822,m-datafile1
/home/tskluzac/pub8/feb_2002_f.xls,316416,xls-freetext1
/home/tskluzac/pub8/oceans/._.DS_Store,4096,ds_store-freetext1
/home/tskluzac/pub8/oceans/.DS_Store,26628,ds_store-freetext1
/home/tskluzac/pub8/oceans/.apdisk,301,apdisk-datafile1
/home/tskluzac/pub8/oceans/minerve7_28fr/min23.txt,214747,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min25.txt,175174,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min09.txt,220248,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min12.txt,104883,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min19.txt,223770,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min11.txt,103779,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/._Marion_Dufresne_map_1991_1993.jpg,4096,jpg-image1
/home/tskluzac/pub8/oceans/minerve7_28fr/min17.txt,91087,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min10.txt,79761,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min28.txt,80992,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/README.txt,361,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min26.txt,90951,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min20.txt,110463,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min18.txt,105978,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min14.txt,63174,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min15.txt,62734,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min22.txt,21131,txt-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/All_PACIFICA_Original_Cruise_Data/PACIFICAsource/18DD20000905_hy1.csv,37588,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/Line_P/18PZ19891003_hy1.csv,38400,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/Line_P/18DD19940207_hy1.csv,7205,csv-datafile1
/home/tskluzac/pub8/oceans/a20woce/a20.dat,476060,dat-datafile1
/home/tskluzac/pub8/oceans/minerve7_28fr/min24.txt,48165,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min07.txt,280880,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min27.txt,97945,txt-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151211_PI_OME.xml,12961,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150824.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150711_PI_OME.pdf,4096,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150306_PI_OME.xml,11967,xml-datafile1
/home/tskluzac/pub8/SOCATv4_Indian.tsv,42046313,tsv-datafile1
/home/tskluzac/pub8/SOCAT_tracks_gridded_month_clim_v2.nc,43552656,nc-freetext1
/home/tskluzac/pub8/SOCATv4_NorthAtlantic.tsv,274722123,tsv-datafile1
/home/tskluzac/pub8/PX103E.csv,729586,csv-datafile1
/home/tskluzac/pub8/SOCATv4_SouthernOceans.tsv,799408947,tsv-datafile1
/home/tskluzac/pub8/readmefirst.txt,1200,txt-freetext1
/home/tskluzac/pub8/setup.exe,428032,exe-freetext1
/home/tskluzac/pub8/PX103W.csv,789213,csv-datafile1
/home/tskluzac/pub8/PACIFICA1205.csv,125704942,csv-datafile1
/home/tskluzac/pub8/PX100E.csv,706892,csv-datafile1
/home/tskluzac/pub8/SOCATv4_Coastal.tsv,1215082709,tsv-datafile1
/home/tskluzac/pub8/oceans/._.TemporaryItems,4096,temporaryitems-freetext1
/home/tskluzac/pub8/oceans/._.apdisk,4096,apdisk-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min21.txt,59336,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min16.txt,130536,txt-freetext1
/home/tskluzac/pub8/oceans/minerve7_28fr/min13.txt,101588,txt-freetext1
/home/tskluzac/pub8/PX106E.csv,597628,csv-datafile1
/home/tskluzac/pub8/SOCAT_tracks_gridded_monthly_v3.nc,1399700976,nc-freetext1
/home/tskluzac/pub8/batchout.shx,196,shx-datafile1
/home/tskluzac/pub8/SOCATv4_FlagE.tsv,175049745,tsv-datafile1
/home/tskluzac/pub8/SOCATv2_SouthernOceans.tsv,470837964,tsv-datafile1
/home/tskluzac/pub8/SOCAT_tracks_gridded_decades_v2.nc,12448328,nc-freetext1
/home/tskluzac/pub8/PX101E.csv,716511,csv-datafile1
/home/tskluzac/pub8/PX105W.csv,394666,csv-datafile1
/home/tskluzac/pub8/SOCATv3_Coastal.tsv,934542870,tsv-datafile1
/home/tskluzac/pub8/mt0362_all.txt,1940066,txt-freetext1
/home/tskluzac/pub8/aug_2001_f.xls,225280,xls-freetext1
/home/tskluzac/pub8/LDEO_Database_V2014.csv,987441985,csv-datafile1
/home/tskluzac/pub8/may_2002_f.xls,218624,xls-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150521_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150627.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151027_PI_OME.pdf,4096,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150704_PI_OME.pdf,13882,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151130.csv,493907,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151130_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151027_PI_OME.pdf,13846,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150814.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151221.csv,196398,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150521.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151211.csv,484157,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150919_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150704.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151130_PI_OME.pdf,4096,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150704_PI_OME.xml,13095,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151027_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150824_PI_OME.pdf,13962,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151109_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150306_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151120_PI_OME.pdf,13841,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150511.csv,381922,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151109.csv,479333,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150327.csv,544628,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151015_PI_OME.pdf,13890,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151003.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150627_PI_OME.xml,12800,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150406_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20151120_PI_OME.pdf,4096,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150907.csv,509824,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20151003.csv,499679,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150417.csv,550605,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150316_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150719_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150907_PI_OME.pdf,13903,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150801.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/._MLCE20150907_PI_OME.xml,4096,xml-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160730.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160325_PI_OME.pdf,13741,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160404_PI_OME.xml,12923,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20161030_PI_OME.xml,12932,xml-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/49RY20001105/README,827,NONE-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160212 _PI_OME.xml,13118,xml-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/._MLCE20160618.csv,4096,csv-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160122.csv,489082,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20160429_PI_OME.pdf,13915,pdf-freetext1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2016/MLCE20161128_PI_OME.pdf,13740,pdf-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49RY20040114/49RY20040114_hy1.csv,476636,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/49XK19971129/README,439,NONE-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/P16N_P16S_2005/README,690,NONE-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/49FA20010509/49FA20010509_hy1.csv,505924,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/P15S_2009/p15s_09SS20090203do.pdf,3038633,pdf-freetext1
/home/tskluzac/pub8/oceans/PACIFICA/All_PACIFICA_Original_Cruise_Data/PACIFICAsource/49XK19971129_hy1.csv,82788,csv-datafile1
/home/tskluzac/pub8/oceans/PACIFICA/Line_P/18DD19960506_hy1.csv,65935,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150711.csv,241922,csv-datafile1
/home/tskluzac/pub8/oceans/VOS_Equinox_line/EQNX_2015/MLCE20150711_PI_OME.pdf,13824,pdf-freetext1
